movie_slug,subgenre_name
the-disciple,silent film
the-discreet-charm-of-the-bourgeoisie,comedy film
the-discreet-charm-of-the-bourgeoisie,drama film
the-discreet-charm-of-the-bourgeoisie,fantasy film
the-dissident,documentary film
the-diving-bell-and-the-butterfly,biographical film
the-diving-bell-and-the-butterfly,drama film
the-doors,biographical film
the-doors,drama film
the-doors,musical film
the-double-life-of-veronique,art film
the-double-life-of-veronique,drama film
the-double-life-of-veronique,fantasy film
the-dreamers,drama film
the-dreamers,romance film
the-duke-of-burgundy,drama film
the-duke-of-burgundy,erotic film
the-duke-of-burgundy,LGBTQ-related film
the-duke-of-burgundy,thriller film
the-eagle,crime film
the-eagle,silent film
the-eagle,Western film
the-edge-of-democracy,documentary film
the-edge-of-heaven,drama film
the-edge-of-heaven,LGBTQ-related film
the-elephant-man,biographical film
the-elephant-man,drama film
the-end-of-the-tour,silent film
the-endless-summer,documentary film
the-endless-summer,sport film
the-endurance,documentary film
the-english-patient,drama film
the-english-patient,flashback film
the-english-patient,romance film
the-english-patient,spy film
the-english-patient,war film
the-eternal-memory,biographical film
the-eternal-memory,documentary film
the-evil-dead,body horror film
the-evil-dead,drama film
the-evil-dead,fantasy film
the-evil-dead,horror film
the-evil-dead,mysticism
the-evil-dead,splatter film
the-evil-dead,supernatural horror film
the-evil-dead,zombie film
the-exorcism-of-emily-rose,crime thriller film
the-exorcism-of-emily-rose,drama film
the-exorcism-of-emily-rose,horror film
the-exorcism-of-emily-rose,thriller film
the-exorcism-of-emily-rose,trial film
the-exorcist-1973,drama film
the-exorcist-1973,horror film
the-exorcist-1973,mystery film
the-exorcist-1973,satanic film
the-exorcist-1973,supernatural horror film
the-exorcist-1973,thriller film
the-fabelmans,coming-of-age film
the-fabelmans,drama film
the-fabulous-baker-boys,drama film
the-fabulous-baker-boys,musical film
the-fabulous-baker-boys,romance film
the-faculty,alien invasion
the-faculty,horror film
the-faculty,mystery film
the-faculty,science fiction film
the-faculty,teen film
the-fall,drama film
the-fallen-idol,drama film
the-fallen-idol,film noir
the-fallen-idol,mystery film
the-fallout,LGBTQ-related film
the-fallout,teen drama television
the-family-man,Christmas film
the-family-man,comedy drama
the-family-man,drama film
the-family-man,fantasy film
the-family-man,romantic comedy
the-farewell,drama film
the-farthest,documentary film
the-fast-and-the-furious,crime film
the-fast-and-the-furious,drama film
the-father,drama film
the-favourite,biographical film
the-favourite,drama film
the-favourite,LGBTQ-related film
the-fifth-element,action film
the-fifth-element,adventure film
the-fifth-element,comedy film
the-fifth-element,dystopian film
the-fifth-element,fantasy film
the-fifth-element,science fiction film
the-filth-and-the-fury,documentary film
the-filth-and-the-fury,rockumentary
the-firm,crime film
the-firm,legal thriller
the-firm,thriller film
the-firm,trial film
the-fisher-king,comedy film
the-fisher-king,drama film
the-fisher-king,fantasy film
the-fits,dance film
the-flat,documentary film
the-florida-project,drama film
the-flowers-of-war,historical film
the-flowers-of-war,romance film
the-flowers-of-war,war drama
the-fly,flashback film
the-fly,horror film
the-fly,monster film
the-fly,mystery film
the-fly,science fiction film
the-fog-of-war-eleven-lessons-from-the-life-of-robert-s-mcnamara,biographical film
the-fog-of-war-eleven-lessons-from-the-life-of-robert-s-mcnamara,documentary film
the-fool,drama film
the-fool,silent film
the-forbidden-kingdom,action film
the-forbidden-kingdom,fantasy film
the-forbidden-kingdom,martial arts film
the-forbidden-kingdom,time-travel film
the-forbidden-room,silent film
the-french-connection-1971,action film
the-french-connection-1971,action thriller
the-french-connection-1971,buddy cop film
the-french-connection-1971,chase film
the-french-connection-1971,crime drama film
the-french-connection-1971,crime film
the-french-connection-1971,crime thriller film
the-french-connection-1971,detective film
the-french-connection-1971,drama film
the-french-connection-1971,mystery film
the-french-connection-1971,neo-noir
the-french-connection-1971,police procedural film
the-french-connection-1971,suspense film
the-french-connection-1971,thriller film
the-friends-of-eddie-coyle,action film
the-friends-of-eddie-coyle,neo-noir
the-full-monty,comedy drama
the-full-monty,comedy film
the-full-monty,LGBTQ-related film
the-gatekeepers,documentary film
the-gay-divorcee,musical film
the-gay-divorcee,romantic comedy
the-gay-divorcee,screwball comedy film
the-general-1998,romantic comedy film
the-general-1998,silent film
the-general-1998,war film
the-ghost-writer,crime film
the-ghost-writer,drama film
the-ghost-writer,political thriller film
the-girl-and-the-spider,drama film
the-girl-who-kicked-the-hornets-nest,crime film
the-girl-who-kicked-the-hornets-nest,drama film
the-girl-who-kicked-the-hornets-nest,thriller film
the-girl-who-played-with-fire,crime film
the-girl-who-played-with-fire,drama film
the-girl-who-played-with-fire,thriller film
the-girl-with-the-dragon-tattoo,crime film
the-girl-with-the-dragon-tattoo,drama film
the-girl-with-the-dragon-tattoo,thriller film
the-girl-with-the-needle,drama film
the-girl-without-hands,drama film
the-girl-without-hands,fantasy film
the-gleaners-i,documentary film
the-go-gos,documentary film
the-godfather,crime drama film
the-godfather,crime film
the-godfather,crime thriller film
the-godfather,drama film
the-godfather,epic film
the-godfather,gangster film
the-godfather,historical drama film
the-godfather,historical film
the-godfather,police procedural film
the-godfather,suspense film
the-godfather,thriller film
the-godfather-part-ii,action film
the-godfather-part-ii,crime drama film
the-godfather-part-ii,crime film
the-godfather-part-ii,crime thriller film
the-godfather-part-ii,drama film
the-godfather-part-ii,epic film
the-godfather-part-ii,flashback film
the-godfather-part-ii,gangster film
the-godfather-part-ii,historical drama film
the-godfather-part-ii,historical film
the-godfather-part-ii,mystery film
the-godfather-part-ii,police procedural film
the-godfather-part-ii,suspense film
the-godfather-part-ii,thriller film
the-godfather-part-iii,crime drama film
the-godfather-part-iii,crime film
the-godfather-part-iii,crime thriller film
the-godfather-part-iii,drama film
the-godfather-part-iii,epic film
the-godfather-part-iii,gangster film
the-godfather-part-iii,mystery film
the-godfather-part-iii,thriller film
the-gold-rush-1925,comedy film
the-gold-rush-1925,romantic comedy
the-gold-rush-1925,silent film
the-gold-rush-1925,social comedy film
the-good-shepherd,action film
the-good-shepherd,crime film
the-good-shepherd,drama film
the-good-the-bad-and-the-ugly,action film
the-good-the-bad-and-the-ugly,drama film
the-good-the-bad-and-the-ugly,epic film
the-good-the-bad-and-the-ugly,Spaghetti Western
the-good-the-bad-and-the-ugly,treasure hunt film
the-good-the-bad-and-the-ugly,war film
the-good-the-bad-and-the-ugly,Western film
the-good-the-bad-the-weird,action film
the-good-the-bad-the-weird,adventure film
the-good-the-bad-the-weird,Manchurian Western
the-goonies,action film
the-goonies,adventure film
the-goonies,children's film
the-goonies,comedy film
the-goonies,family film
the-goonies,pirate film
the-goonies,treasure hunt film
the-graduate,comedy drama
the-graduate,coming-of-age film
the-graduate,drama film
the-graduate,independent film
the-graduate,romantic comedy film
the-grand-budapest-hotel,adventure film
the-grand-budapest-hotel,comedy film
the-grand-budapest-hotel,crime film
the-grand-budapest-hotel,drama film
the-grand-budapest-hotel,romance film
the-grand-budapest-hotel,tragicomedy
the-grapes-of-wrath,drama film
the-great-beauty,comedy drama
the-great-escape,adventure film
the-great-escape,drama film
the-great-escape,historical film
the-great-escape,thriller film
the-great-escape,war film
the-great-mouse-detective,adventure film
the-great-mouse-detective,comedy film
the-great-mouse-detective,detective film
the-great-mouse-detective,family film
the-great-mouse-detective,musical film
the-great-mouse-detective,mystery film
the-green-knight,medieval film
the-green-knight,speculative fiction film
the-green-knight,sword and sorcery film
the-green-mile,drama film
the-green-mile,fantasy film
the-green-mile,flashback film
the-green-mile,magic realist film
the-green-mile,prison film
the-grifters,crime film
the-grifters,drama film
the-grifters,film noir
the-grifters,heist film
the-grifters,neo-noir
the-ground-beneath-my-feet,drama film
the-ground-beneath-my-feet,LGBTQ-related film
the-grudge-2004,horror film
the-grudge-2004,psychological horror fiction
the-guard,drama film
the-guardian,horror film
the-guilty,drama film
the-guilty,film noir
the-gunfighter,silent film
the-gunfighter,Western film
the-handmaiden,drama film
the-handmaiden,erotic thriller
the-handmaiden,LGBTQ-related film
the-handmaiden,romance film
the-hangover,comedy film
the-happiest-day-in-the-life-of-olli-maki,boxing film
the-happiest-day-in-the-life-of-olli-maki,drama film
the-hate-u-give,crime film
the-hate-u-give,drama film
the-headless-woman,comedy horror
the-help,comedy drama
the-help,drama film
the-help,female buddy film
the-help,white savior film
the-hidden-fortress,adventure film
the-hidden-fortress,drama film
the-hill,drama film
the-hill,prison film
the-hills-have-eyes,body horror film
the-hills-have-eyes,crime film
the-hills-have-eyes,crime thriller film
the-hills-have-eyes,exploitation film
the-hills-have-eyes,horror film
the-hills-have-eyes,horror western
the-hills-have-eyes,independent film
the-hills-have-eyes,political film
the-hills-have-eyes,rape and revenge film
the-hills-have-eyes,revisionist Western
the-hills-have-eyes,suspense film
the-hills-have-eyes,thriller film
the-hills-have-eyes,Western film
the-hitchhikers-guide-to-the-galaxy,adventure film
the-hitchhikers-guide-to-the-galaxy,comedy film
the-hitchhikers-guide-to-the-galaxy,science fiction film
the-holdovers,Christmas film
the-holdovers,comedy drama
the-holiday,Christmas film
the-holiday,comedy film
the-holiday,romantic comedy
the-honeymoon-killers,crime film
the-honeymoon-killers,docudrama
the-honeymoon-killers,drama film
the-host,comedy film
the-host,drama film
the-host,horror film
the-host,kaiju
the-host,science fiction film
the-hours,drama film
the-hours,LGBTQ-related film
the-house-of-the-devil,horror film
the-hudsucker-proxy,Christmas film
the-hudsucker-proxy,comedy drama
the-hudsucker-proxy,comedy film
the-hudsucker-proxy,drama film
the-hudsucker-proxy,fantasy film
the-hudsucker-proxy,screwball comedy film
the-hunchback-of-notre-dame,drama film
the-hunchback-of-notre-dame,horror film
the-hunchback-of-notre-dame,romance film
the-hunchback-of-notre-dame,silent film
the-hunt-for-red-october,action film
the-hunt-for-red-october,drama film
the-hunt-for-red-october,political thriller film
the-hunt-for-red-october,spy film
the-hunt-for-red-october,submarine film
the-hunt-for-red-october,thriller film
the-hunt-for-red-october,war film
the-hurt-locker,action film
the-hurt-locker,action thriller
the-hurt-locker,drama film
the-hurt-locker,independent film
the-hurt-locker,war film
the-hustler,drama film
the-hustler,sport film
the-ice-storm,drama film
the-ides-of-march,drama film
the-ides-of-march,political thriller film
the-illusionist-1969,comedy film
the-incredible-hulk,action film
the-incredible-hulk,adventure film
the-incredible-hulk,science fiction film
the-incredible-hulk,superhero film
the-incredibles,action film
the-incredibles,comedy film
the-incredibles,family film
the-incredibles,superhero film
the-informant!,thriller
the-inheritance-2021,drama film
the-innocents,ghost film
the-innocents,horror film
the-insider,biographical film
the-insider,drama film
the-insider,thriller film
the-interrupters,documentary film
the-intruder,mystery film
the-invention-of-lying,fantasy film
the-invention-of-lying,romantic comedy
the-invisible-man-1933,horror film
the-invisible-man-1933,science fiction film
the-invite,comedy film
the-irishman,romance film
the-iron-giant,action film
the-iron-giant,adventure film
the-iron-giant,children's film
the-iron-giant,comedy drama
the-iron-giant,drama film
the-iron-giant,fantasy film
the-iron-giant,science fiction film
the-iron-lady,biographical film
the-iron-lady,drama film
the-italian-job,action comedy film
the-italian-job,crime comedy film
the-italian-job,heist film
the-jackal,action film
the-jackal,crime film
the-jackal,drama film
the-jackal,spy film
the-jackal,thriller film
the-jacket,drama film
the-jacket,science fiction film
the-jacket,thriller film
the-janes,documentary film
the-joy-luck-club,drama film
the-jungle-book,action film
the-jungle-book,fantasy film
the-karate-kid,action film
the-karate-kid,coming-of-age film
the-karate-kid,drama film
the-karate-kid,martial arts film
the-karate-kid,romance film
the-karate-kid,teen film
the-karate-kid-1984,action film
the-karate-kid-1984,coming-of-age film
the-karate-kid-1984,drama film
the-karate-kid-1984,martial arts film
the-karate-kid-1984,romance film
the-karate-kid-1984,teen film
the-karate-kid-part-ii,action film
the-karate-kid-part-ii,coming-of-age film
the-karate-kid-part-ii,drama film
the-karate-kid-part-ii,martial arts film
the-karate-kid-part-ii,romance film
the-karate-kid-part-ii,teen film
the-kid-with-a-bike,drama film
the-kids-are-all-right,comedy drama
the-kids-are-all-right,comedy film
the-kids-are-all-right,drama film
the-kids-are-all-right,LGBTQ-related film
the-killer,silent film
the-killer,Western film
the-killing,action film
the-killing,crime drama film
the-killing,crime film
the-killing,crime thriller film
the-killing,drama film
the-killing,film noir
the-killing,flashback film
the-killing,gangster film
the-killing,heist film
the-killing,mystery film
the-killing,thriller film
the-killing,war drama
the-killing,war film
the-killing-of-two-lovers,drama film
the-king-and-the-mockingbird,animated film
the-king-and-the-mockingbird,fairy tale
the-king-and-the-mockingbird,family film
the-king-and-the-mockingbird,fantasy film
the-king-and-the-mockingbird,pritcha
the-king-and-the-mockingbird,romance film
the-king-of-comedy,biographical film
the-king-of-comedy,black comedy film
the-king-of-comedy,comedy drama
the-king-of-comedy,comedy film
the-king-of-comedy,crime drama film
the-king-of-comedy,crime film
the-king-of-comedy,drama film
the-king-of-kong-a-fistful-of-quarters,documentary film
the-kingdom,action film
the-kingdom,drama film
the-kingdom-2024,action film
the-kingdom-2024,drama film
the-kings-speech,biographical film
the-kings-speech,drama film
the-kings-speech,historical film
the-kite-runner,drama film
the-lady-eve,comedy of remarriage
the-lady-eve,crime film
the-lady-eve,romantic comedy film
the-lady-vanishes-1938,comedy film
the-lady-vanishes-1938,comedy thriller
the-lady-vanishes-1938,crime drama film
the-lady-vanishes-1938,crime film
the-lady-vanishes-1938,crime thriller film
the-lady-vanishes-1938,detective film
the-lady-vanishes-1938,drama film
the-lady-vanishes-1938,mystery film
the-lady-vanishes-1938,psychological drama film
the-lady-vanishes-1938,psychological thriller film
the-lady-vanishes-1938,romance film
the-lady-vanishes-1938,spy film
the-lady-vanishes-1938,suspense film
the-lady-vanishes-1938,thriller film
the-ladykillers-1955,heist film
the-lake-house,alternate history
the-lake-house,drama film
the-lake-house,fantasy film
the-lake-house,melodrama
the-lake-house,romance film
the-lake-house,science fiction film
the-lake-house,time-travel film
the-land-before-time,adventure film
the-land-before-time,buddy film
the-land-before-time,coming-of-age film
the-land-before-time,drama film
the-land-before-time,family film
the-last-black-man-in-san-francisco,drama film
the-last-days,documentary film
the-last-detail,buddy film
the-last-detail,comedy film
the-last-detail,drama film
the-last-detail,road movie
the-last-of-the-mohicans,adventure film
the-last-of-the-mohicans,drama film
the-last-of-the-mohicans,silent film
the-last-picture-show,coming-of-age film
the-last-picture-show,drama film
the-last-seduction,crime film
the-last-seduction,drama film
the-last-seduction,erotic thriller
the-last-seduction,film noir
the-last-seduction,LGBTQ-related film
the-last-seduction,neo-noir
the-last-temptation-of-christ,drama film
the-last-temptation-of-christ,historical drama film
the-last-temptation-of-christ,historical film
the-last-temptation-of-christ,thriller film
the-last-waltz,musical film
the-lavender-hill-mob,heist film
the-legend-of-1900,comedy film
the-legend-of-1900,drama film
the-legend-of-1900,independent film
the-legend-of-1900,romance film
the-lego-movie,action film
the-lego-movie,adventure film
the-lego-movie,comedy film
the-lego-movie,crossover fiction
the-lego-movie,dystopian film
the-lego-movie,family film
the-lego-movie,fantasy film
the-lego-movie,teen film
the-leopard-re-release,drama film
the-letter,crime film
the-letter,romance film
the-letter,silent film
the-letter,trial film
the-levelling,drama film
the-life-and-death-of-colonel-blimp-1945,drama film
the-life-and-death-of-colonel-blimp-1945,romance film
the-life-and-death-of-colonel-blimp-1945,war film
the-life-of-david-gale,crime film
the-life-of-david-gale,drama film
the-life-of-david-gale,mystery film
the-lincoln-lawyer,crime film
the-lincoln-lawyer,crime thriller film
the-lincoln-lawyer,drama film
the-lincoln-lawyer,trial film
the-lion-king,adventure film
the-lion-king,drama film
the-lion-king,family film
the-lion-king,musical film
the-little-mermaid,cinematic fairy tale
the-little-mermaid,drama anime and manga
the-little-mermaid,fantasy anime and manga
the-lives-of-others,drama film
the-lives-of-others,political thriller film
the-lives-of-others,thriller film
the-lodger-a-story-of-the-london-fog,crime drama film
the-lodger-a-story-of-the-london-fog,crime film
the-lodger-a-story-of-the-london-fog,crime thriller film
the-lodger-a-story-of-the-london-fog,detective film
the-lodger-a-story-of-the-london-fog,drama film
the-lodger-a-story-of-the-london-fog,horror film
the-lodger-a-story-of-the-london-fog,mystery film
the-lodger-a-story-of-the-london-fog,silent film
the-lodger-a-story-of-the-london-fog,thriller film
the-long-day-closes,drama film
the-long-good-friday,crime film
the-long-good-friday,drama film
the-long-good-friday,gangster film
the-long-goodbye,crime film
the-long-goodbye,drama film
the-long-goodbye,film noir
the-long-goodbye,mystery film
the-long-goodbye,neo-noir
the-long-kiss-goodnight,action film
the-long-kiss-goodnight,Christmas film
the-long-kiss-goodnight,girls with guns
the-long-kiss-goodnight,thriller film
the-longest-yard,action film
the-longest-yard,American football film
the-longest-yard,comedy drama
the-longest-yard,prison film
the-look-of-silence,documentary film
the-lord-of-the-rings-the-fellowship-of-the-ring,action film
the-lord-of-the-rings-the-fellowship-of-the-ring,adventure film
the-lord-of-the-rings-the-fellowship-of-the-ring,fantasy film
the-lord-of-the-rings-the-fellowship-of-the-ring,high fantasy
the-lord-of-the-rings-the-return-of-the-king,adventure film
the-lord-of-the-rings-the-return-of-the-king,fantasy film
the-lord-of-the-rings-the-two-towers,action film
the-lord-of-the-rings-the-two-towers,adventure film
the-lord-of-the-rings-the-two-towers,fantasy film
the-lost-boys,comedy horror film
the-lost-boys,fantasy film
the-lost-boys,vampire film
the-lost-world-jurassic-park,action film
the-lost-world-jurassic-park,adventure film
the-lost-world-jurassic-park,science fiction film
the-lovely-bones,crime drama film
the-lovely-bones,crime film
the-lovely-bones,crime thriller film
the-lovely-bones,drama film
the-lovely-bones,fantasy film
the-lovely-bones,ghost film
the-lovely-bones,horror film
the-lovely-bones,melodrama
the-lovely-bones,supernatural film
the-lovely-bones,supernatural horror film
the-lovely-bones,suspense film
the-lovely-bones,thriller film
the-machinist,drama film
the-machinist,psychological thriller
the-madness-of-king-george,biographical film
the-madness-of-king-george,comedy film
the-madness-of-king-george,drama film
the-magdalene-sisters,drama film
the-magician-1959,fantasy film
the-magician-1959,horror film
the-magician-1959,romance film
the-magician-1959,silent film
the-magnificent-ambersons,drama film
the-maid,ghost film
the-maid,horror film
the-majestic,drama film
the-maltese-falcon,action film
the-maltese-falcon,crime film
the-maltese-falcon,drama film
the-maltese-falcon,film noir
the-maltese-falcon,LGBTQ-related film
the-maltese-falcon,mystery film
the-man-in-the-iron-mask,drama film
the-man-in-the-iron-mask,period drama film
the-man-in-the-iron-mask,swashbuckler film
the-man-who-fell-to-earth,arthouse science fiction film
the-man-who-fell-to-earth,drama film
the-man-who-fell-to-earth,science fiction film
the-man-who-knew-too-much,crime drama film
the-man-who-knew-too-much,crime film
the-man-who-knew-too-much,crime thriller film
the-man-who-knew-too-much,drama film
the-man-who-knew-too-much,film noir
the-man-who-knew-too-much,mystery film
the-man-who-knew-too-much,psychological drama film
the-man-who-knew-too-much,psychological thriller film
the-man-who-knew-too-much,spy film
the-man-who-knew-too-much,suspense film
the-man-who-knew-too-much,thriller film
the-man-who-shot-liberty-valance,drama film
the-man-who-shot-liberty-valance,flashback film
the-man-who-shot-liberty-valance,revisionist Western
the-man-who-shot-liberty-valance,Western film
the-man-who-would-be-king,adventure film
the-man-who-would-be-king,drama film
the-man-without-a-past,comedy film
the-man-without-a-past,drama film
the-manchurian-candidate,drama film
the-manchurian-candidate,film noir
the-manchurian-candidate,political film
the-manchurian-candidate,political thriller film
the-manchurian-candidate,spy film
the-manchurian-candidate,thriller film
the-manchurian-candidate,war film
the-manchurian-candidate-1962,drama film
the-manchurian-candidate-1962,film noir
the-manchurian-candidate-1962,political film
the-manchurian-candidate-1962,political thriller film
the-manchurian-candidate-1962,spy film
the-manchurian-candidate-1962,thriller film
the-manchurian-candidate-1962,war film
the-martian,action film
the-martian,adventure film
the-martian,drama film
the-martian,science fiction film
the-martian,survival film
the-mask,silent film
the-mask-of-zorro,action film
the-mask-of-zorro,adventure film
the-mask-of-zorro,heist film
the-mask-of-zorro,superhero film
the-mask-of-zorro,swashbuckler film
the-mask-of-zorro,Western film
the-master,action film
the-master,kung fu film
the-mastermind,thriller film
the-matrix,action film
the-matrix,action thriller
the-matrix,cyberpunk
the-matrix,dystopian film
the-matrix,film noir
the-matrix,post-apocalyptic film
the-matrix,science fiction film
the-matrix,superhero film
the-matrix,thriller film
the-matrix-reloaded,action film
the-matrix-reloaded,cyberpunk
the-matrix-reloaded,dystopian film
the-matrix-reloaded,martial arts film
the-matrix-reloaded,science fiction film
the-matrix-reloaded,superhero film
the-matrix-reloaded,thriller film
the-matrix-revolutions,action film
the-matrix-revolutions,cyberpunk
the-matrix-revolutions,science fiction action film
the-matrix-revolutions,science fiction film
the-matrix-revolutions,superhero film
the-matrix-revolutions,wuxia film
the-men-who-stare-at-goats,comedy film
the-men-who-stare-at-goats,war film
the-meyerowitz-stories-new-and-selected,comedy drama
the-miracle-of-morgans-creek,romantic comedy
the-miracle-worker,biographical film
the-miracle-worker,drama film
the-missing-picture,documentary film
the-mist,drama film
the-mist,horror film
the-mist,monster film
the-mist,science fiction film
the-mist,science fiction horror film
the-mitchells-vs-the-machines,apocalyptic film
the-mitchells-vs-the-machines,road movie
the-mitchells-vs-the-machines,science fiction film
the-mother-and-the-whore,comedy film
the-mother-and-the-whore,drama film
the-mothman-prophecies,drama film
the-mothman-prophecies,horror film
the-mothman-prophecies,mystery film
the-mothman-prophecies,psychological horror film
the-motorcycle-diaries,adventure film
the-motorcycle-diaries,biographical film
the-motorcycle-diaries,coming-of-age film
the-motorcycle-diaries,drama film
the-motorcycle-diaries,road movie
the-mummy,fantasy film
the-mummy,horror film
the-mummy-returns,action film
the-mummy-returns,fantasy film
the-mummy-returns,horror film
the-muppet-christmas-carol,children's film
the-muppet-christmas-carol,Christmas film
the-muppet-christmas-carol,comedy film
the-muppet-christmas-carol,drama film
the-muppet-christmas-carol,fantasy film
the-muppet-christmas-carol,musical film
the-muppet-movie,comedy film
the-muppet-movie,musical film
the-naked-gun-212-the-smell-of-fear,comedy film
the-naked-gun-from-the-files-of-police-squad!,comedy film
the-naked-kiss,crime film
the-naked-kiss,drama film
the-naked-kiss,neo-noir
the-namesake,drama film
the-negotiator,action film
the-negotiator,buddy cop film
the-negotiator,crime film
the-negotiator,drama film
the-nest,drama film
the-nest,silent film
the-new-world,biographical film
the-new-world,drama film
the-new-world,historical drama film
the-new-world,romance film
the-next-three-days,action film
the-next-three-days,crime film
the-next-three-days,drama film
the-night-of-the-12th,police film
the-night-of-the-12th,thriller film
the-night-of-the-hunter,crime thriller film
the-night-of-the-hunter,drama film
the-night-of-the-hunter,film noir
the-nightmare-before-christmas,Christmas film
the-nightmare-before-christmas,comedy film
the-nightmare-before-christmas,dark fantasy
the-nightmare-before-christmas,fantasy film
the-nightmare-before-christmas,monster film
the-nightmare-before-christmas,musical film
the-ninth-gate,horror film
the-ninth-gate,mystery film
the-ninth-gate,neo-noir
the-ninth-gate,psychological thriller film
the-ninth-gate,supernatural film
the-ninth-gate,thriller film
the-northman,epic film
the-northman,historical film
the-northman,medieval film
the-northman,thriller film
the-notebook,coming-of-age film
the-notebook,drama film
the-notebook,romance film
the-novice,comedy film
the-novice,erotic film
the-novice,nunsploitation
the-odd-couple,buddy film
the-odd-couple,comedy film
the-omen-1976,horror film
the-omen-1976,mystery film
the-omen-1976,satanic film
the-omen-1976,thriller film
the-one,martial arts film
the-one,science fiction film
the-one,thriller film
the-ornithologist,drama film
the-ornithologist,LGBTQ-related film
the-orphanage,drama film
the-orphanage,horror film
the-other-boleyn-girl,biographical film
the-other-boleyn-girl,drama film
the-other-boleyn-girl,historical film
the-other-boleyn-girl,romance film
the-other-guys,action film
the-other-guys,buddy cop film
the-other-guys,comedy film
the-other-side-of-hope,comedy film
the-other-side-of-hope,drama film
the-outlaw-josey-wales,vigilante film
the-outlaw-josey-wales,Western film
the-outsiders,drama film
the-overnighters,documentary film
the-painted-veil,drama film
the-parent-trap,children's film
the-parent-trap,comedy of remarriage
the-parent-trap,drama film
the-parent-trap,musical film
the-parent-trap,romantic comedy film
the-passenger-re-release,drama film
the-passion-of-joan-of-arc,drama film
the-passion-of-joan-of-arc,silent film
the-passion-of-joan-of-arc,trial film
the-passion-of-the-christ,biographical film
the-passion-of-the-christ,drama film
the-passion-of-the-christ,historical film
the-passion-of-the-christ,sword-and-sandal film
the-past,crime film
the-past,drama film
the-patriot,Western film
the-pelican-brief,action thriller
the-pelican-brief,crime film
the-pelican-brief,drama film
the-pelican-brief,political thriller film
the-people-vs-larry-flynt,biographical film
the-people-vs-larry-flynt,drama film
the-people-vs-larry-flynt,LGBTQ-related film
the-people-vs-larry-flynt,trial film
the-perfect-neighbor,documentary film
the-perfect-storm,action film
the-perfect-storm,disaster film
the-perfect-storm,drama film
the-phantom-of-the-opera,drama film
the-phantom-of-the-opera,horror film
the-phantom-of-the-opera,monster film
the-phantom-of-the-opera,silent film
the-philadelphia-story,comedy of remarriage
the-philadelphia-story,romantic comedy film
the-piano,drama film
the-piano,romance film
the-piano-teacher,drama film
the-piano-teacher,erotic thriller
the-piano-teacher,romance film
the-player,crime film
the-player,drama film
the-pledge,crime film
the-pledge,drama film
the-pledge,mystery film
the-postman-always-rings-twice-1969,crime film
the-postman-always-rings-twice-1969,drama film
the-postman-always-rings-twice-1969,film noir
the-postman-always-rings-twice-1969,romance film
the-power-of-the-dog,drama film
the-power-of-the-dog,psychological drama film
the-power-of-the-dog,Western film
the-presidents-cake,drama film
the-presidents-cake,road movie
the-prestige,drama film
the-prestige,fantasy film
the-prestige,magic realist film
the-prestige,mystery film
the-prestige,thriller film
the-prince-of-egypt,adventure film
the-prince-of-egypt,coming-of-age film
the-prince-of-egypt,drama film
the-prince-of-egypt,musical film
the-prince-of-egypt,romance film
the-prince-of-egypt,sword-and-sandal film
the-princess-and-the-frog,buddy film
the-princess-and-the-frog,comedy drama
the-princess-and-the-frog,fantasy film
the-princess-and-the-frog,musical film
the-princess-and-the-frog,romantic comedy film
the-princess-bride,cinematic fairy tale
the-princess-bride,fantasy film
the-princess-bride,pirate film
the-princess-bride,romantic comedy film
the-princess-bride,swashbuckler film
the-princess-bride,sword and sorcery film
the-princess-diaries,children's film
the-princess-diaries,comedy drama
the-princess-diaries,comedy film
the-princess-diaries,coming-of-age fiction
the-princess-diaries,romantic comedy
the-princess-diaries,teen film
the-producers-1968,comedy film
the-producers-1968,LGBTQ-related film
the-producers-1968,musical film
the-professional,action film
the-professional,crime film
the-professional,drama film
the-professional,mystery film
the-professional,spy film
the-professional,thriller film
the-punisher,action film
the-punisher,crime film
the-punisher,thriller film
the-punisher,vigilante film
the-purple-rose-of-cairo,fantasy film
the-purple-rose-of-cairo,romantic comedy
the-queen,documentary film
the-queen,LGBTQ-related film
the-queen-of-versailles,documentary film
the-quick-and-the-dead,war film
the-quiet-american,drama film
the-quiet-girl,drama film
the-quiet-man,boxing film
the-quiet-man,drama film
the-quiet-man,romantic comedy
the-rainmaker,drama film
the-rainmaker,silent film
the-reader,drama film
the-reason-i-jump,documentary film
the-reason-i-jump,drama film
the-red-turtle,drama film
the-red-turtle,silent film
the-remains-of-the-day,drama film
the-rescue-2021,drama film
the-rescue-2021,silent film
the-rescuers-1977,adventure film
the-rescuers-1977,buddy film
the-rescuers-1977,comedy drama
the-rescuers-1977,coming-of-age film
the-rescuers-1977,fantasy film
the-rescuers-1977,musical film
the-return-2004,drama film
the-right-stuff,adventure film
the-right-stuff,drama film
the-right-stuff,historical film
the-road-to-el-dorado,adventure film
the-road-to-el-dorado,buddy film
the-road-to-el-dorado,comedy film
the-road-to-el-dorado,fantasy film
the-road-to-el-dorado,musical film
the-road-warrior,action film
the-road-warrior,adventure film
the-road-warrior,dystopian film
the-road-warrior,road movie
the-road-warrior,thriller film
the-roaring-twenties,action film
the-roaring-twenties,crime drama film
the-roaring-twenties,crime film
the-roaring-twenties,crime thriller film
the-roaring-twenties,drama film
the-roaring-twenties,film noir
